,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ost4,2033.38132673511,0.0740924562132673,0.0985886863271851,0.751531022204491,0.452333138126777,0.997781340337504
Smg7,2530.20531398581,0.00361046262897929,0.156001137941404,0.0231438223888817,0.981535549824951,0.99976360228866
Ralgds,114.160775945009,0.0653444740778107,0.228473350459575,0.286004796385969,0.774874447952169,0.999204715898375
Slc7a11,169.885386814377,-0.297778055153057,0.204506484855971,-1.45608123557928,0.145370164126772,0.850114397671533
Sf1,2108.35315585312,-0.21731330363105,0.12046778098156,-1.80391223163904,0.0712450671592537,0.719784886946607
Sars2,354.845790392041,0.0197908922924571,0.166058550038782,0.119180206546637,0.905132587759227,0.99976360228866
Riox1,71.8975673704372,0.350738000727315,0.288464760069001,1.2158781566366,0.224031340183166,0.935945283135091
Cd244a,80.7892981304378,-0.0127094745843853,0.248763929895632,-0.0510905041165635,0.959253402729435,0.99976360228866
Isyna1,1117.96184396657,-0.357461344632404,0.156294532495646,-2.28710076369666,0.0221899423282835,0.479749238574514
Ing3,3638.65266953146,-0.025410244871877,0.0974386005317621,-0.260782120568265,0.794260533203171,0.99976360228866
Plbd2,145.806809546348,0.119991846450756,0.277152444452015,0.432945293656002,0.66505451369773,0.997781340337504
Fkbp1b,2.88632028585738,0.669950713849736,1.40763969257096,0.475939061242379,0.634117792882788,NA
Pmaip1,1185.47853240675,-0.270586694479346,0.151338689550869,-1.78795452294698,0.0737833452322645,0.724049755840511
Esm1,2.12747509459651,-1.21390064076455,4.18736647555297,-0.289895963931422,0.771895829426968,NA
Sdcbp,7144.69946055461,0.0337978181559199,0.116709182169988,0.289590052192235,0.772129878256017,0.999204715898375
Hnrnpa2b1,9734.07488432403,-0.0137990154676173,0.0993931672784068,-0.138832636542967,0.889582403483811,0.99976360228866
Kat6b,360.886897444099,0.0592903275153502,0.147378129079029,0.402300720506208,0.687462724454842,0.997781340337504
Hacd2,252.020536890603,0.0237210525400331,0.208786739816602,0.113613788695918,0.909543956333236,0.99976360228866
Copg1,2998.7081993348,0.00257788092722013,0.109672097428279,0.0235053490146476,0.981247171768238,0.99976360228866
Eng,170.819859072339,-0.33497935697761,0.231637685077109,-1.44613497094007,0.148139348727651,0.852735201137265
Ldlr,223.802589869625,-0.121234175102524,0.263061611319072,-0.460858482902993,0.644900139872357,0.997781340337504
Gm15246,1.60992498315305,-0.794950258193075,2.26355567447172,-0.351195363630102,0.725441788172232,NA
Alg11,770.545807973232,0.290519217630597,0.154840825833915,1.87624430485932,0.0606217409150405,0.694738261207754
Fam3a,273.086945926181,0.0118585572897433,0.153671387426714,0.0771682841439738,0.938489671974691,0.99976360228866
Rps6ka1,1526.89000224039,-0.164198941151745,0.121974149729274,-1.34617819854609,0.178245054282588,0.888571306199497
Bnip2,684.229793359762,0.0995344187495494,0.137826324664047,0.722172770638453,0.47018826211325,0.997781340337504
Gucy1b1,1.352197594077,1.52051575207074,2.11447883767756,0.719097171831143,0.472081049770642,NA
Ube2j1,1364.18675507902,0.107741055535002,0.140110254946694,0.768973374404267,0.441909116877035,0.997781340337504
Spef1,7.93449378329187,-0.457742802086336,0.847930663281247,-0.539835179818835,0.589310703420262,NA
Eomes,154.19599285055,0.385660990379081,0.207072988072559,1.86243987672571,0.0625411127186263,0.699405664123419
Tulp2,12.6224956110537,0.10874048676213,0.689899592436984,0.157617844617095,0.874757941373952,NA
Sema4f,222.589214387694,-0.298043224546325,0.162971225126564,-1.82880888521801,0.0674282434560509,0.709256695302911
Gm16982,3.22393482100614,2.43233132183726,1.51093833280742,1.60981508578039,0.107438230842408,NA
Lmo4,309.143981126412,-0.234633660455498,0.169859305443549,-1.38134122144681,0.167174069398715,0.878915816468283
Nedd9,2145.29520301278,0.0505545152827804,0.102645243018449,0.492516884330374,0.622353988875497,0.997781340337504
Wdfy4,7.19359775768524,-0.248704859063618,0.93682944351957,-0.265475066762696,0.790643514815958,NA
Nom1,593.720469450606,0.0712972043228965,0.130456198321738,0.546522167900826,0.584707053918712,0.997781340337504
Smad4,1506.0612667397,0.110581878466949,0.132398996948411,0.835216889974154,0.403595601617564,0.997781340337504
Srr,76.9464573835815,0.044070886445484,0.250291716216235,0.176078086449372,0.860232596425612,0.99976360228866
Dnajb9,900.198792811621,0.0257646603191361,0.160618272396434,0.160409273084102,0.872558685343719,0.99976360228866
Add3,6763.11209372295,0.0869966788205985,0.101474360160317,0.857326704826268,0.391264353852767,0.996631388155478
Gyg,553.579966441964,-0.00536826734956219,0.153520086463925,-0.0349678499615987,0.972105377201121,0.99976360228866
Gm16973,87.0418928324384,0.0439629496740202,0.248521869635824,0.1768977102033,0.859588737250894,0.99976360228866
Avpr2,7.45791587438779,-0.642123186378333,0.97480840217135,-0.658717328398101,0.51007730340753,NA
Nmi,927.440044633678,0.0926173853154202,0.114893553215218,0.806114727272205,0.420176700602667,0.997781340337504
Bhlhe40,1017.79547256552,-0.226725780523141,0.13562179456786,-1.67175033515498,0.0945735639669999,0.771180307496584
Polr1e,377.168925403454,-0.113524197384548,0.17214109297677,-0.659483423867119,0.50958538701126,0.997781340337504
Suv39h2,49.461662435231,0.127990995003423,0.392412524073655,0.326164398818727,0.744299975408959,0.997781340337504
Scube1,2.87236367515052,-0.923226370392546,1.49444299585985,-0.61777289127134,0.536725055444661,NA
Fzd5,42.8214340027059,-0.233758736460907,0.363705682814211,-0.642714006149626,0.52040969108071,0.997781340337504
Msrb1,153.348964824819,-0.211107202250158,0.192876313880383,-1.09452113638526,0.273726482523293,0.971641113815759
Ndufs5-ps,444.942098704053,-0.029236504929871,0.138677193754182,-0.210824174749998,0.833024473767174,0.99976360228866
Tomt,46.3453827932292,0.221734190648315,0.31401681140637,0.706122037400628,0.480112248195069,0.997781340337504
Clcn4,2307.72531705722,0.00834156821348706,0.0976661985827293,0.0854089575977633,0.931936272052964,0.99976360228866
Fam104a,475.326992609962,-0.548381935991075,0.190989840300065,-2.87126234112511,0.00408836074712589,0.230109900977113
Nck1,733.677111097474,0.19274930730044,0.14934164831593,1.29066010368844,0.196821564703209,0.896484488065793
Baz1b,698.764775695832,-0.0175590654625201,0.13239518705146,-0.132626161521227,0.894489041288718,0.99976360228866
Ccng1,506.411748356275,0.256645061983495,0.131100431838831,1.95762178952242,0.0502744086226608,0.658705898850297
Rab6b,152.589198429525,0.233385412158614,0.253729490017764,0.919819813385801,0.357666927621162,0.991186195007051
Il1b,5.85337094163526,1.38730522184725,0.936217716656242,1.48181902261163,0.138388456122112,NA
Jak2,656.440821299799,0.00230430579724632,0.176730236685077,0.0130385486969752,0.989597038057336,0.99976360228866
Vav2,41.083284518799,-0.505365224380959,0.389156231072865,-1.29861784041776,0.194075112347944,0.894709107048463
Rab9,308.726562126826,0.256639193895013,0.145535568021232,1.7634121842818,0.0778309962954831,0.73074803138135
Chp1,1923.18469349801,0.0355698683542444,0.101087937691826,0.351870551189618,0.724935345345171,0.997781340337504
Tspan3,473.890023435243,-0.180343463487871,0.14164891977477,-1.27317217649543,0.202956951463231,0.904746752959456
Nup133,226.486803225442,-0.0841707448567623,0.165047803516341,-0.509977976462005,0.610066891214684,0.997781340337504
Rita1,75.9678653377977,-0.555945554306092,0.284196613522962,-1.95620048886041,0.0504415409658383,0.658705898850297
Gstk1,61.7749783335136,0.0584113451382334,0.288377289606659,0.202551820976975,0.839485350579156,0.99976360228866
Wdr6,482.324061786755,-0.103325293060686,0.172687476683708,-0.598336920805992,0.549615145966866,0.997781340337504
Pstpip2,1.79067632119233,2.35740123172977,1.95579845908285,1.20533954855208,0.228072248020442,NA
Exoc4,978.498623111582,0.0474754101326525,0.112758465877953,0.421036325414703,0.673728556584843,0.997781340337504
Raph1,30.124424269944,0.566979057237471,0.39070435664305,1.4511715766596,0.146732089445133,NA
Mboat2,3.59573199071324,-0.0955436215331473,1.28995344506522,-0.0740674959229376,0.94095667869198,NA
Ndor1,939.099758740607,-0.126915888315351,0.152086024157915,-0.834500665120754,0.403998912711893,0.997781340337504
Ccdc126,172.513081952221,0.0538714178108612,0.186809406251616,0.288376366542813,0.773058656441816,0.999204715898375
Tyw5,197.006291551105,0.164140835485204,0.169311570401058,0.969460238874366,0.332315609354956,0.987296102245136
Pepd,1597.98607324264,0.011913945797352,0.128275693276688,0.0928776566551379,0.926000756413948,0.99976360228866
Csnk2a2,226.360585782376,-0.102891489965351,0.192108730034942,-0.535589871145556,0.592242030548228,0.997781340337504
Ldha,12766.0629469828,0.0180436450761838,0.0969884498966735,0.18603911182627,0.85241408988963,0.99976360228866
Bbx,1136.43108441202,0.165824145289485,0.110571366146416,1.49970241906846,0.133691503676708,0.832976149252456
Hmgb1,8109.74397104858,0.0330642772865359,0.150696693157476,0.219409441532895,0.826331115929732,0.99976360228866
Slfn10-ps,340.457221346084,-0.0362744957571626,0.15912316280375,-0.227964899125973,0.819673528511965,0.99976360228866
Camk2d,739.934076114934,-0.0271314617721038,0.143411042001189,-0.189186699946569,0.849946491338203,0.99976360228866
Psip1,875.57043150998,0.171356381741027,0.167867101386628,1.02078596893362,0.307355853466335,0.977174125752846
Fam155a,1.64356201481085,-2.58908171349086,2.13882924957142,-1.21051351528396,0.226081907857961,NA
Cdkn2c,53.5398614589248,0.110939737583028,0.30316875217394,0.365933945327509,0.714414365782843,0.997781340337504
Fancd2,17.1039106362059,0.752907583997338,0.686690324567139,1.09642957977009,0.272890825094748,NA
Alg12,112.608492088788,0.138355007789459,0.223534867678119,0.6189415066498,0.535954893593386,0.997781340337504
Tbc1d22a,411.986475174984,-0.0359043969437451,0.132218726080566,-0.271553039482978,0.785965711948416,0.99976360228866
Cd27,4340.67753009913,-0.182976630219265,0.101060388498777,-1.8105672552553,0.0702078647634585,0.716801991174856
Pnisr,2508.44722058396,-0.00118142785952146,0.132646339723946,-0.00890659977486123,0.992893655505293,0.99976360228866
Pirb,18.1310671062247,1.12617676664044,0.675961480130927,1.66603689669168,0.0957060657468549,NA
Ggt7,69.9508833394519,-0.049130422999404,0.291554715950051,-0.168511844644012,0.866180626236056,0.99976360228866
Hk3,22.1190108668024,0.0622635765704455,0.511464184000514,0.121735946559228,0.90310814370879,NA
Kif1b,1435.80706724349,0.198574157548207,0.115767616276007,1.71528242470482,0.0862934592524595,0.750482143124592
Plscr1,35.6954144037138,0.0129543267513762,0.394571880091136,0.0328313481142752,0.973809079501381,0.99976360228866
Trp53,1940.58332518013,-0.0297383322602534,0.105376818569283,-0.28220943338407,0.777782925393398,0.99976360228866
Atp11a,208.449689058983,-0.0561237850383452,0.172974975152558,-0.324461876574029,0.745588380442704,0.997787734387346
Zfp13,1.29041032050908,0.609431881088257,2.22796203826185,0.273537820942275,0.784439823542566,NA
Ammecr1,82.1929961019353,-0.0714960637832267,0.32545675003845,-0.219679154833261,0.826121040146242,0.99976360228866
Trap1a,3.1983792275587,0.572621091986284,1.22185343602528,0.468649573756598,0.639320136428037,NA
Snx33,167.073324799627,-0.187005701878544,0.198296235509715,-0.94306228959844,0.345649042989178,0.990873179236943
Fcgr2b,18.6081437576906,-0.437179350256811,0.530447317536543,-0.824171102018427,0.409842344409075,NA
Nras,5452.02223237701,-0.0390770414441842,0.113911877966307,-0.34304624014488,0.731563673822435,0.997781340337504
Orm3,12.8588921367461,-0.33890904788922,0.78741519486001,-0.430407045865393,0.666899570875961,NA
Kcnab2,2036.96360924168,-0.138693691696332,0.138136814196571,-1.00403134749415,0.315363504155153,0.978508482340999
Snord16a,17.7402940024796,0.0476953138398149,0.502217369622021,0.0949694628756297,0.924339082357095,NA
Snord110,2.28406133970496,0.388323980092873,1.41366875505727,0.274692341260058,0.783552615692122,NA
Zscan25,23.8749084656927,0.352960913806116,0.529301960610265,0.66684225654325,0.504872897988543,NA
Senp8,19.9733823407615,0.175071377615766,0.601434072287623,0.291089889453489,0.770982572328935,NA
Ccm2,1755.89535494022,0.0361963935376507,0.115826882493235,0.312504254267267,0.754657330409151,0.998810373769939
Pcmt1,1216.86292399255,0.0785585409429994,0.111624794819915,0.703773216960789,0.481574015541406,0.997781340337504
Igbp1,728.334399751966,0.0706535922389055,0.13744215489418,0.514060568195423,0.607209645046109,0.997781340337504
Serp2,56.2977549156564,-0.317949215926783,0.317555107340503,-1.00124107147758,0.316710274631044,0.978508482340999
Gm1995,1.1379022711588,-0.570534916351495,2.14357169541648,-0.2661608741949,0.790115314335396,NA
Arfgef1,955.604402214931,0.0623341756410156,0.122608766558409,0.508399010859639,0.611173546334123,0.997781340337504
Ccdc18,17.124028411308,-0.821765486837921,0.544539024991692,-1.50910301947681,0.13127245806202,NA
2810414N06Rik,15.4239885850751,0.832362771511044,0.593710490834557,1.40196743086184,0.160924972616669,NA
4930549C15Rik,13.4744937056536,0.0301308443434136,0.71282955559635,0.0422693533213649,0.966283975948681,NA
B330016D10Rik,14.2617812559354,0.285435890690423,0.606829331718819,0.470372600286043,0.638088836362339,NA
Rnaseh2b,156.244420981858,0.18014510600359,0.210898951604019,0.854177342435668,0.393006735239196,0.996631388155478
1110059E24Rik,261.931580286483,0.371163790238719,0.174215566248572,2.13048580118919,0.0331315268223302,0.563114142638995
Pom121,407.368215815174,0.216408188268625,0.140856030164277,1.53637858468844,0.124445555932768,0.812348368086888
Rbm5,4636.73096435657,-0.0784443012604903,0.122935662626306,-0.638092312553288,0.523413590455653,0.997781340337504
Atp1a1,1412.69332732804,-0.302417979949823,0.131408735905894,-2.30135369513329,0.0213716469874103,0.473853738509896
Stn1,557.594128179013,0.0966006284741543,0.128252478367218,0.753206719308479,0.451325702218777,0.997781340337504
Wdr36,978.917514707202,0.00893052928371383,0.125658879493932,0.0710696237279838,0.943342343773379,0.99976360228866
Zcchc2,474.251606676354,0.0966800461189533,0.145054067650451,0.666510410117771,0.505084911979194,0.997781340337504
Serac1,61.6048582128818,0.0388606136611776,0.342289788905903,0.113531326147332,0.909609328953337,0.99976360228866
Smarcb1,745.748333323768,-0.0865784609770413,0.117345443491051,-0.737808460229171,0.460630851487567,0.997781340337504
Aip,2766.93751578833,0.0570436830550233,0.111775008710639,0.510343803261935,0.609810619933989,0.997781340337504
D6Wsu163e,100.461778929234,0.110944804040792,0.268239152199626,0.413604066114203,0.679164094914329,0.997781340337504
Rtcb,2158.89154719783,0.176755715544478,0.132224873658942,1.33678112637413,0.181294091628579,0.88887486450293
Mlec,766.230525377124,-0.0594804858256595,0.150377465803382,-0.395541216949552,0.69244350953825,0.997781340337504
Rbm15b,97.3304810966889,0.0899767029151824,0.288265518824381,0.312131340862861,0.75494070896918,0.998810373769939
Cdk5rap2,314.450137659353,-0.0620224492726071,0.172518634646976,-0.359511593628847,0.719212406304643,0.997781340337504
Exosc4,705.288623895273,-0.0360712936464842,0.205382173024486,-0.175630110029968,0.860584545645353,0.99976360228866
Mrps27,430.802783668737,-0.0143254005443539,0.151068824246056,-0.0948269811183621,0.924452255601681,0.99976360228866
Miga2,74.2327373548364,-0.347048381778068,0.313196798826496,-1.10808406432764,0.267825512463843,0.971202736642013
Ramp3,953.575238390548,0.137183813478797,0.136226939708732,1.00702411558324,0.313923185491252,0.978508482340999
Gm5766,149.150670076947,-0.0223565092617543,0.208748731819213,-0.107097700986831,0.914711471025482,0.99976360228866
Spi1,1.99596113730894,-0.573588899307652,1.52731933283281,-0.375552700065535,0.707249460600524,NA
Serf2,6886.21343592862,-0.00825975542550875,0.107371535445695,-0.0769268632624355,0.938681727070341,0.99976360228866
Sema7a,10.3467541003665,-0.477424977482402,0.66623607194255,-0.716600312694523,0.473620751491212,NA
Mif,3003.75134312497,0.0679449890619704,0.100479214685748,0.676209395888201,0.498907707898154,0.997781340337504
Nat14,7.48086687237997,0.352298794801008,0.919897055950065,0.382976326016345,0.701737317437191,NA
2010010A06Rik,2.5773790953396,0.402604033866771,1.20407755584628,0.334367194132941,0.738102491493613,NA
Picalm,1423.71862424713,0.183629583757155,0.164253097593111,1.11796724961647,0.263580981083895,0.969422915007546
Dmxl1,392.280136024164,0.246237142364648,0.184305141679746,1.33602969575595,0.181539567297726,0.88887486450293
Irf7,2251.63921600443,-0.228385084448641,0.135518737440774,-1.68526573344482,0.0919373137942186,0.760985320124173
Zfp119b,217.027790788984,-0.0239804040681014,0.215938547479328,-0.111051983761246,0.911575124545096,0.99976360228866
Dnah7c,1.33653075035542,-0.21244284516908,2.5306037022273,-0.0839494722077976,0.933096605218419,NA
Myl10,16.1795021268432,-0.149573112466593,0.540494169822712,-0.276733997918339,0.781984364392633,NA
Phf21b,30.8409790905387,-0.054869211704758,0.429017607556559,-0.127895011156446,0.898232059144529,NA
Uqcc1,512.720700236793,0.117303382122623,0.161577329171912,0.725989114461822,0.467845443821191,0.997781340337504
Yjefn3,6.3343752259593,0.403103344844178,1.00383532844166,0.40156321801301,0.688005504108502,NA
Gemin6,138.740993153928,0.268637724906827,0.202937684295163,1.32374490149452,0.185587780606922,0.889730417401779
Hspb11,180.782842484499,0.262789272524067,0.17756156758796,1.47998959512388,0.138876023443659,0.839173486720638
Grap2,2941.21987200334,0.143846280625915,0.123295254958482,1.16668139965608,0.243339057110924,0.952569050496103
Mir1898,6.81321951783166,1.45181435332132,0.933340399207478,1.55550360249497,0.119826177267369,NA
Atpaf2,675.220113183089,0.137178858715513,0.140958827195535,0.973183882448327,0.330461919838574,0.987296102245136
Tex22,3.68321190305734,0.245903706844977,1.1048788380438,0.22256169489168,0.823876651722363,NA
Eif2ak3,619.395520425486,0.253487597799956,0.170563527960261,1.4861770322845,0.137232300962804,0.837718857575904
Tbc1d15,2893.44618189987,0.100154646832342,0.100664710219161,0.994933046688268,0.319768828924413,0.981756861217762
Fam234b,302.242185202583,-0.273898417265534,0.160827906987105,-1.70305279970779,0.0885581878867542,0.755152685611669
Arhgef7,568.223599849343,-0.138875694745176,0.134969073193561,-1.02894456825685,0.303505723596016,0.977174125752846
Zbtb21,1525.58372351453,-0.24153101255663,0.133674354125317,-1.80686126472846,0.0707839134375454,0.719614782153986
G3bp2,4722.06853512678,0.104443297790392,0.0994202237695379,1.05052366440552,0.293477416752836,0.977174125752846
Gm5415,1.34454551452501,1.51056377398437,2.05238721814615,0.736003304166361,0.461728686966848,NA
Stk38l,702.190648975873,-0.0479969678421063,0.174397822820954,-0.275215407312638,0.783150750547187,0.99976360228866
Cenpo,157.684405889808,0.237923671543643,0.25169096086032,0.945300819427052,0.344505320202069,0.990599306662716
Slain1,299.895587668927,0.0709986309201995,0.168151759842814,0.422229484761671,0.672857522223328,0.997781340337504
Tdrp,1760.77394822326,-0.0302517369328468,0.16379122142291,-0.184696937174287,0.853466748628267,0.99976360228866
Epop,26.7797265619804,-0.731396526748824,0.497109505219337,-1.47129861543507,0.141210377601542,NA
Nt5dc3,82.6350322949502,-0.00574153093715202,0.275022995665081,-0.0208765486073898,0.983344134047225,0.99976360228866
Gnb4,137.199286711295,0.129083884841934,0.232151988481279,0.556031786272394,0.578189125369399,0.997781340337504
Kcnip3,5.67811751487922,0.795693434793873,1.07736159863028,0.738557449797257,0.460175769927941,NA
Kdm5c,1005.01445802401,-0.157350627056368,0.132694933573114,-1.18580734636465,0.235698389674471,0.946308077966927
Tecta,2.34077601426952,-0.0535745498625475,1.57629616400075,-0.0339876167220832,0.972887025421422,NA
Dnaaf4,90.8985103766213,-0.401258120783689,0.304829777014366,-1.31633505333299,0.188061610523116,0.893315935731342
1500009L16Rik,13.1916232489845,-0.584425083090914,0.59852979802954,-0.976434398111739,0.328849242332543,NA
Vwa5b2,2.44773764240229,1.33427899182259,1.59151232020804,0.838371764315451,0.401821942311804,NA
Was,298.775195861506,-0.134763590164167,0.169917706285378,-0.793110930639745,0.42771319493968,0.997781340337504
Ccdc78,22.8145872398189,-0.0638496156964037,0.518711309244149,-0.123092777347468,0.902033630627433,NA
Ifi47,2861.40797186362,0.0299974991384425,0.103407162267453,0.290091116327675,0.771746531877367,0.999204715898375
Myo10,12.9044062870572,0.810346547057139,0.584290978704315,1.3868886849051,0.165475708670107,NA
Ggt1,1457.64128255195,-0.0468208391784695,0.115974157721259,-0.403717863517512,0.686420202000321,0.997781340337504
Cct5,7002.86547855277,0.0496806507926327,0.0998679757855227,0.497463279913947,0.618862391146742,0.997781340337504
Hhex,3.98143232775817,-0.54019766170387,1.35396162203358,-0.398975608254333,0.689911177034171,NA
Pdk1,1621.4607794101,-0.10263053262798,0.140807288422861,-0.728872303255839,0.466079778330356,0.997781340337504
Lhfpl3,2.29284350527411,0.650090103366129,1.27071053618113,0.511595744944277,0.608933964069062,NA
Ripk1,560.187041406312,-0.0767778682240843,0.167729544554503,-0.457748027802793,0.647133478568628,0.997781340337504
Gm6570,1940.75903228182,-0.0747263175331557,0.146542953934476,-0.509927741504161,0.610102085856287,0.997781340337504
Il18bp,44.2963801057345,-0.0261298355181289,0.351113885006027,-0.0744198296734417,0.940676330755311,0.99976360228866
Tle3,645.389470401194,-0.0785950825859602,0.151430729119002,-0.519016734867571,0.603749071288344,0.997781340337504
Spic,14.0734643305132,-0.178578119112192,0.667249984469512,-0.267633006022725,0.788981822318102,NA
Ccr4,40.3685288076154,-0.400058475992701,0.386140484378959,-1.03604385496156,0.300181683457068,0.977174125752846
Tubgcp6,257.14299673325,0.0107293141345602,0.205446291917141,0.0522244233976607,0.958349872427185,0.99976360228866
Pcnx4,207.51126898926,0.166866435962227,0.17987627245919,0.927673415069714,0.353577002727331,0.991186195007051
Tmem179b,1196.36402239461,0.0333524188106472,0.100804758566161,0.330861551429213,0.740749065306839,0.997781340337504
Tob2,3388.64251379494,-0.188470116532881,0.1183687995255,-1.59222799663757,0.111333484758972,0.798061612560039
Xpo4,775.779658783098,0.150165775579535,0.121565268255257,1.23526873863531,0.216730504209692,0.927250031646921
Lipt2,3.42421454275145,-1.33128965825791,1.3790201236587,-0.965388129888813,0.334350444631285,NA
Snora28,98.9880017236109,-0.302182491804924,0.299619779741261,-1.00855321389621,0.313188954886105,0.978508482340999
Mir1931,92.9722369885438,-0.0980294422703228,0.298562611986417,-0.32833797111469,0.742656137270418,0.997781340337504
Stim1,2620.65317909476,-0.0638242782823606,0.0934817562005298,-0.682745819895058,0.494767471003111,0.997781340337504
Elmo2,820.643909804408,-0.0691993155011265,0.14818646089682,-0.466974614835486,0.640518040135266,0.997781340337504
Vwa7,7.439404982709,-0.48912013111392,0.830647262923512,-0.588842163149293,0.555967158919693,NA
Oas2,89.9808763315638,0.0644507388490941,0.269792847767814,0.23888972366147,0.811191094226972,0.99976360228866
Med13l,1433.61654984592,0.17696077890169,0.161921979474852,1.09287682546626,0.274447884580558,0.971641113815759
Hcfc1,1111.60158882103,-0.0245505953068828,0.106244248534428,-0.231076934945117,0.817255033488314,0.99976360228866
Fosl2,4617.46208979439,-0.237466704695481,0.162943221283142,-1.45735859905974,0.145017419020826,0.849727477827327
Fosb,3451.06211247889,-2.26522016379934,0.554403363695488,-4.08587016626315,4.39119298416305e-05,0.0098632182414735
Phkg1,2.54198279614661,-1.1188008915258,1.56588962209094,-0.714482601929414,0.474928810603732,NA
Phf2,151.348520669217,-0.0932674942469248,0.268708052749326,-0.347096014773821,0.728519187363762,0.997781340337504
Prmt9,210.635628275824,-0.0504838093743223,0.197783025866101,-0.255248442849185,0.798531217865032,0.99976360228866
Nol12,451.348327793479,0.237329647472312,0.166286038537324,1.427237364964,0.153511487730182,0.864973464711189
Irak3,20.6347812692037,0.30447180237982,0.599247323899066,0.508090383113841,0.611389959233231,NA
Aste1,307.576104551125,-0.196991646878529,0.155845565082219,-1.26401830411153,0.206223457208083,0.909868940887271
Hnrnph1,3417.33650845292,0.0101141594413534,0.127242522985578,0.0794872594792841,0.9366450650109,0.99976360228866
Ttc38,313.86745743437,0.0327846234705688,0.159589351157432,0.205431147083413,0.837235287323467,0.99976360228866
Cryba1,1.33702130347511,-1.71628043829971,2.56668131712265,-0.668676873459196,0.503701623050829,NA
Cxcl16,43.0103332832717,-0.502221797288054,0.373025397409778,-1.34634746260012,0.178190485782803,0.888571306199497
Med28,1748.85899672126,-0.0132599161972873,0.150107080761934,-0.0883363804690682,0.929609324530368,0.99976360228866
Anapc7,637.324988426291,-0.157870018250082,0.143469534372705,-1.10037311363936,0.271169588015572,0.971641113815759
Nudt5,412.467298783616,0.0896737570745509,0.144229082752833,0.621745319064572,0.534109346910494,0.997781340337504
Dbnl,2498.2299711674,0.0399491449255491,0.0986959976164682,0.404769655207206,0.68564683596636,0.997781340337504
Zdhhc2,13.4238489184334,0.0549301709739656,0.639182425310586,0.0859381747664204,0.931515564673997,NA
Kars,2644.02752352423,0.0100602202740555,0.130836279284091,0.0768916720125557,0.938709722705149,0.99976360228866
Kifc3,24.2375535820954,-0.0769545228421093,0.44593278773916,-0.172569779477894,0.862989607944543,NA
Gm973,2.13612357167668,-2.32968835956628,1.99088821084557,-1.17017537543045,0.241930400259262,NA
Asb7,86.2801107488044,0.65269979192002,0.297661433885023,2.19275901281903,0.0283247464436145,0.52718167439217
Zfp654,543.782702093176,-0.139678859337658,0.145414160593199,-0.960558853194596,0.336774025896037,0.987642817542236
8030423F21Rik,3.23865400512992,-1.14821613776273,1.23151572341066,-0.932360111962488,0.351150451550108,NA
Znrf1,498.977734286753,-0.122175105280948,0.156615089068591,-0.780097920369858,0.435333240457859,0.997781340337504
Sirt3,156.201175778666,0.0859769469857478,0.203263058416757,0.422983633403107,0.672307202204317,0.997781340337504
Zmiz1,490.548078413962,-0.0771508046657831,0.139346048019535,-0.553663385236209,0.579809237920885,0.997781340337504
4921518K17Rik,1.56457857324112,-2.15869404980354,1.87192481808172,-1.15319484466032,0.248830419069853,NA
Cd226,977.024453030607,-0.0452200922259907,0.121821170621334,-0.371200604914163,0.710488122592299,0.997781340337504
3110040N11Rik,339.511561327093,0.000542944524880348,0.156559717069204,0.00346797078484979,0.997232965199893,0.999857125094972
Ino80e,221.676249084318,0.0561373026860494,0.185259135432048,0.303020428952829,0.761874293026737,0.999204715898375
4732471J01Rik,8.83119666563844,0.194235988337687,0.722041519059204,0.269009445039628,0.787922414409079,NA
Gm10825,71.8803559215595,-0.433713075798773,0.332674909735915,-1.30371441640448,0.192330972187189,0.894709107048463
Tnfrsf25,502.254467049402,-0.344675964067785,0.168775988256929,-2.04220972205526,0.0411307325232159,0.607133685118421
Fgfr1op2,2004.72966714526,0.0366043318468492,0.105759798087542,0.34610818580185,0.729261411806639,0.997781340337504
Gm6566,10.6191049397679,-0.362587089270215,0.881330135909911,-0.411408931224019,0.680772706074126,NA
Stag1,741.394705954066,0.00920371758752011,0.129189787683997,0.0712418353843319,0.943205286162108,0.99976360228866
D430042O09Rik,106.387707254239,-0.147609707429157,0.248058203949859,-0.595060776377283,0.551802846163105,0.997781340337504
Serpinb10,1.65489585701264,-2.47037879315714,4.32805050006767,-0.570783264455559,0.568146568678903,NA
Crybg2,59.93047576371,-0.198156075078013,0.317358185918208,-0.624392512531828,0.532369841124863,0.997781340337504
Mr1,112.665631019279,0.194348049067439,0.230063827400656,0.844757088775118,0.398246477754562,0.996631388155478
H2-T3,25.3384250828311,-0.252066969580098,0.443446320257044,-0.568427243761967,0.569744895695313,NA
Ap1g1,902.547810824095,0.0942555815009285,0.124143057045268,0.759249721605928,0.447703187737511,0.997781340337504
Camk4,1526.47101614532,0.0206113273570315,0.0948004531029399,0.217418025783596,0.827882584625688,0.99976360228866
Mrpl36,1137.26953120253,0.0919121047500963,0.100616553702361,0.913488897880424,0.360985469960257,0.991186195007051
Tra2a,1211.76220851345,-0.223598537160081,0.138998924008106,-1.60863502185845,0.107696171613664,0.787665396036818
Bst2,1062.01248807339,-0.00402877572152226,0.111719026557971,-0.0360616794260352,0.971233177828117,0.99976360228866
Tlcd1,24.8494220458295,-0.140440966169075,0.462614960649374,-0.303580683970829,0.761447369419669,NA
